difficulty,grade,subject,language,question,optionA,optionB,optionC,optionD,correctOption,concept,hint
intermediate,9,Physics,English,"Match the following: (a) Joule, (b) Watt, (c) Newton","(a) Energy, (b) Power, (c) Force","(a) Force, (b) Work, (c) Power","(a) Work, (b) Energy, (c) Mass","(a) Power, (b) Force, (c) Energy",1,Units,Recall SI units
intermediate,9,Physics,English,"Number of true statements: (i) Work = Force × distance, (ii) KE = mv², (iii) PE = mgh",1,2,3,0,2,Work & Energy,KE = ½ mv²
intermediate,9,Physics,English,SI unit of frequency is:,Hertz,Newton,Pascal,Watt,1,Sound,1 Hz = 1 cycle/sec
intermediate,9,Physics,English,Speed of sound is maximum in:,Air,Water,Vacuum,Steel,4,Sound,Faster in solids
intermediate,9,Physics,English,Assertion (A): Sound needs a medium to travel. Reason (R): Sound is a mechanical wave.,"A true, R true and R explains A","A true, R true but R doesn’t explain A","A true, R false","A false, R true",1,Sound,Cannot travel in vacuum
intermediate,9,Physics,English,Odd one out:,Loudness,Pitch,Quality,Mass,4,Sound,Mass is not sound property
intermediate,9,Physics,English,The unit of loudness is:,Watt,Decibel,Joule,Hertz,2,Sound,Measured in dB
intermediate,9,Physics,English,"Match the following: (a) Frequency, (b) Amplitude, (c) Speed","(a) Pitch, (b) Loudness, (c) Wavelength × frequency","(a) Loudness, (b) Pitch, (c) Energy","(a) Speed, (b) Pitch, (c) Power","(a) Energy, (b) Speed, (c) Loudness",1,Sound,Recall properties
intermediate,9,Physics,English,Assertion (A): Higher amplitude means louder sound. Reason (R): Loudness ∝ amplitude².,"A true, R true and R explains A","A true, R true but R doesn’t explain A","A true, R false","A false, R true",1,Sound,Loudness depends on amplitude
intermediate,9,Physics,English,"Number of true statements: (i) Pitch depends on frequency, (ii) Speed depends on medium, (iii) Loudness depends on amplitude",1,2,3,0,3,Sound,All are true
intermediate,9,Physics,English,Matter is made up of:,Molecules,Atoms,Both atoms & molecules,None,3,Matter,Fundamental concept
intermediate,9,Physics,English,Odd one out:,Proton,Neutron,Electron,Photon,4,Matter,Photon = light particle
intermediate,9,Physics,English,Assertion (A): Atoms are indivisible. Reason (R): They cannot be broken down.,"A true, R true","A true, R false","A false, R true","A false, R false",2,Matter,"Atoms divisible → protons, neutrons"
intermediate,9,Physics,English,SI unit of density is:,kg/m³,g/cm³,N/m²,J,1,Measurement,Density = mass/volume
intermediate,9,Physics,English,Mass of an electron is:,9.1 × 10⁻³¹ kg,1.67 × 10⁻²⁷ kg,1.67 × 10⁻²⁴ g,Zero,1,Matter,Recall electron mass
intermediate,9,Physics,English,"Match the following: (a) Electron, (b) Proton, (c) Neutron","(a) Negative, (b) Positive, (c) Neutral","(a) Positive, (b) Neutral, (c) Negative","(a) Neutral, (b) Positive, (c) Negative","(a) Negative, (b) Neutral, (c) Positive",1,Atoms,Recall charges
intermediate,9,Physics,English,Assertion (A): Molecules of gas move freely. Reason (R): Intermolecular force is weak.,"A true, R true and R explains A","A true, R true but R doesn’t explain A","A true, R false","A false, R true",1,Matter,Gas molecules have weak force
intermediate,9,Physics,English,Odd one out:,Solid,Liquid,Gas,Energy,4,Matter,Energy is not a state
intermediate,9,Physics,English,Bond formed by sharing of electrons:,Ionic,Covalent,Metallic,Hydrogen,2,Chemical Bonding,Shared electrons
intermediate,9,Physics,English,Bond formed by transfer of electrons:,Covalent,Ionic,Metallic,Hydrogen,2,Chemical Bonding,Sodium chloride
intermediate,9,Physics,English,"Match the following: (a) Ionic bond, (b) Covalent bond, (c) Metallic bond","(a) NaCl, (b) H₂O, (c) Cu","(a) H₂, (b) NaCl, (c) Ag","(a) Cu, (b) NaCl, (c) O₂","(a) H₂O, (b) Cu, (c) NaCl",1,Bonding,Recall examples
intermediate,9,Physics,English,"Number of true statements: (i) Proton is positive, (ii) Neutron has mass but no charge, (iii) Electron is positive",1,2,3,0,2,Matter,Electron is negative
intermediate,9,Physics,English,SI unit of force is:,Newton,Pascal,Joule,Watt,1,Forces,F = ma
intermediate,9,Physics,English,Work done is zero when:,Force is applied,Displacement = 0,Force and displacement same direction,Both 2 & 3,2,Work,No displacement → no work
intermediate,9,Physics,English,Assertion (A): Pressure = Force/Area. Reason (R): Increasing area decreases pressure.,"A true, R true and R explains A","A true, R true but R doesn’t explain A","A true, R false","A false, R true",1,Pressure,Larger area → less pressure
intermediate,9,Physics,English,Odd one out:,Newton,Pascal,Joule,Mole,4,Units,Mole is chemistry unit
intermediate,9,Physics,English,"Match the following: (a) Work, (b) Power, (c) Energy","(a) Joule, (b) Watt, (c) Joule","(a) Newton, (b) Joule, (c) Watt","(a) Pascal, (b) Joule, (c) Newton","(a) Watt, (b) Newton, (c) Pascal",1,Work & Energy,Recall SI units
intermediate,9,Physics,English,Kinetic energy depends on:,Mass only,Velocity only,Both mass and velocity,None,3,Energy,KE = ½ mv²
intermediate,9,Physics,English,Assertion (A): Metals conduct electricity. Reason (R): Free electrons are present.,"A true, R true and R explains A","A true, R true but R doesn’t explain A","A true, R false","A false, R true",1,Matter,Free electrons allow conduction
intermediate,9,Physics,English,"Number of true statements: (i) Sound travels in solids, (ii) Vacuum allows sound, (iii) Frequency measured in Hz",1,2,3,0,2,Sound,Sound cannot travel in vacuum
intermediate,10,Physics,English,Which law of motion explains why passengers jerk forward when a moving bus suddenly stops?,Newton’s First Law,Newton’s Second Law,Newton’s Third Law,Law of Gravitation,1,Laws of Motion,Inertia causes the body to remain in motion.
intermediate,10,Physics,English,Assertion: A man jumping out of a boat pushes the boat backward. Reason: Action and reaction are equal and opposite.,"Both Assertion and Reason are true, Reason explains Assertion","Both are true, Reason does not explain Assertion","Assertion true, Reason false","Assertion false, Reason true",1,Newton’s Third Law,Action–reaction pairs act on different bodies.
intermediate,10,Physics,English,Match the following: (a) Mass (b) Weight (c) Inertia (d) Momentum → (i) Force × time (ii) Resistance to change (iii) Force due to gravity (iv) Quantity of matter,"a-iv, b-iii, c-ii, d-i","a-ii, b-iv, c-i, d-iii","a-iii, b-ii, c-iv, d-i","a-iv, b-ii, c-iii, d-i",1,Laws of Motion,Recall correct definitions.
intermediate,10,Physics,English,How is weight different from mass?,Weight is constant everywhere,Mass depends on gravity,Weight depends on gravity,"Weight is scalar, Mass is vector",3,Mass vs Weight,"Mass is constant, weight varies with g."
intermediate,10,Physics,English,Which of the following quantities is conserved in all types of collisions?,Force,Momentum,Velocity,Energy only in elastic,2,Momentum Conservation,Momentum is always conserved.
intermediate,10,Physics,English,Which of these is not related to Newton’s laws?,Inertia,Force = ma,Action–reaction,Heat conduction,4,Laws of Motion,"Heat conduction is thermal, not mechanics."
intermediate,10,Physics,English,A ball of mass 2 kg moving at 3 m/s hits another ball and stops. Momentum transferred?,6 kg m/s,3 kg m/s,2 kg m/s,0,1,Momentum,p = mv.
intermediate,10,Physics,English,Odd one out:,Lens,Mirror,Prism,Ammeter,4,Optics,Ammeter belongs to electricity.
intermediate,10,Physics,English,The speed of light is maximum in,Glass,Water,Diamond,Air,4,Refraction,Light slows in denser medium.
intermediate,10,Physics,English,Which lens is used to correct Myopia?,Convex lens,Concave lens,Plano-convex lens,Bifocal lens,2,Human Eye,Myopia corrected with diverging lens.
intermediate,10,Physics,English,Assertion: A convex lens can form both real and virtual images. Reason: It can converge or diverge light rays.,"Both A and R true, R explains A","Both A and R true, R doesn’t explain A","A true, R false","A false, R true",2,Optics,Convex lens always converges rays.
intermediate,10,Physics,English,Which defect of vision is corrected by cylindrical lenses?,Myopia,Hypermetropia,Astigmatism,Presbyopia,3,Eye Defects,Astigmatism caused by irregular cornea.
intermediate,10,Physics,English,Match: (a) Retina (b) Cornea (c) Iris (d) Pupil → (i) Controls light entry (ii) Transparent covering (iii) Screen of eye (iv) Colored part,"a-iii, b-ii, c-iv, d-i","a-ii, b-iii, c-i, d-iv","a-iv, b-i, c-ii, d-iii","a-i, b-iv, c-iii, d-ii",1,Eye Structure,"Retina is screen, cornea is transparent."
intermediate,10,Physics,English,"In refraction, which remains unchanged?",Wavelength,Frequency,Speed,Direction,2,Refraction,Frequency does not change.
intermediate,10,Physics,English,A concave mirror is used in,Street lamps,Car headlights,Plane mirrors,Projectors,2,Reflection,Concave focuses light.
intermediate,10,Physics,English,Odd one out:,Boyle’s Law,Charles’ Law,Newton’s Law,Avogadro’s Law,3,Thermal Physics,"Newton’s law is mechanics, not gas law."
intermediate,10,Physics,English,Boyle’s Law states,PV = constant,V/T = constant,P/T = constant,n/V = constant,1,Gas Laws,Boyle’s law: P inversely proportional to V.
intermediate,10,Physics,English,Charles’ Law involves,Pressure constant,Volume constant,Mass constant,Temperature constant,1,Gas Laws,V ∝ T at constant pressure.
intermediate,10,Physics,English,Which is true for ideal gas?,No intermolecular force,Infinite mass,Non-compressible,Strong bonding,1,Gas Laws,Ideal gas has no intermolecular attraction.
intermediate,10,Physics,English,Assertion: Temperature is a measure of average kinetic energy. Reason: Hotter body has faster molecules.,"Both A and R true, R explains A","Both A and R true, R doesn’t explain A","A true, R false","A false, R true",1,Thermal Physics,Temperature relates to molecular kinetic energy.
intermediate,10,Physics,English,Which is not a unit of temperature?,Celsius,Kelvin,Fahrenheit,Joule,4,Thermal Physics,Joule is energy unit.
intermediate,10,Physics,English,Match: (a) Boyle’s law (b) Charles’ law (c) Avogadro’s law (d) Gay-Lussac’s law → (i) V ∝ T,"a-PV const, b-V∝T, c-V∝n, d-P∝T","a-V∝n, b-P∝T, c-V∝T, d-PV const","a-P∝T, b-V∝n, c-V∝T, d-V∝P","a-P∝V, b-V∝T, c-P∝T, d-V∝n",1,Gas Laws,Correct definitions of gas laws.
intermediate,10,Physics,English,Electricity flows due to,Voltage,Resistance,Current,Capacitance,1,Electricity,Potential difference causes current.
intermediate,10,Physics,English,Ohm’s Law is,V = IR,P = VI,E = mc²,V = Q/C,1,Electricity,"Ohm’s law relates V, I, R."
intermediate,10,Physics,English,Which material has least resistivity?,Silver,Copper,Nichrome,Aluminium,1,Resistivity,Silver best conductor.
intermediate,10,Physics,English,Resistance of a conductor depends on,Length,Area,Material,All of these,4,Resistance,R = ρL/A.
intermediate,10,Physics,English,Assertion: Current produces heating. Reason: Electrical energy converted to heat.,"Both true, Reason explains","Both true, Reason doesn’t explain","A true, R false","A false, R true",1,Heating Effect,Joule heating: I²Rt.
intermediate,10,Physics,English,Electric power is given by,VI,IR,V/R,QV,1,Power,P = VI.
intermediate,10,Physics,English,Odd one out:,Ampere,Ohm,Volt,Pascal,4,Units,Pascal is pressure unit.
intermediate,10,Physics,English,Household circuits use,Series connection,Parallel connection,Both,None,2,Electricity,Devices connected parallel.
intermediate,10,Physics,English,Sound cannot travel through,Solids,Liquids,Gases,Vacuum,4,Sound,Medium required.
intermediate,10,Physics,English,Which has maximum speed of sound?,Air,Water,Iron,Vacuum,3,Sound,Sound fastest in solids.
intermediate,10,Physics,English,Echo can be heard only if distance is at least,5 m,10 m,17 m,50 m,3,Echo,Speed of sound × 0.1 s = 17 m.
intermediate,10,Physics,English,Assertion: Sound is a mechanical wave. Reason: It requires a medium.,"Both true, R explains","Both true, R doesn’t explain","A true, R false","A false, R true",1,Sound,Sound cannot travel in vacuum.
intermediate,10,Physics,English,Match: (a) Pitch (b) Loudness (c) Quality (d) Frequency → (i) Timbre (ii) Amplitude (iii) Frequency (iv) Ear sensation,"a-iii, b-ii, c-i, d-iv","a-ii, b-i, c-iii, d-iv","a-i, b-iv, c-ii, d-iii","a-iv, b-iii, c-ii, d-i",1,Sound Characteristics,"Pitch ~ frequency, loudness ~ amplitude."
intermediate,10,Physics,English,Odd one out:,Radioactivity,Alpha rays,Beta rays,Echo,4,Nuclear Physics,Echo belongs to sound.
intermediate,10,Physics,English,Radioactivity was discovered by,Rutherford,Becquerel,Curie,Einstein,2,Nuclear Physics,Henri Becquerel discovered radioactivity.
intermediate,10,Physics,English,Which particle has highest penetration?,Alpha,Beta,Gamma,Neutron,3,Nuclear Radiation,Gamma penetrates deeply.
intermediate,10,Physics,English,Which particle has maximum mass?,Alpha,Beta,Gamma,Neutrino,1,Nuclear Radiation,Alpha is helium nucleus.
intermediate,10,Physics,English,Assertion: Radioactive decay is spontaneous. Reason: It does not depend on temperature or pressure.,"Both true, R explains","Both true, R doesn’t explain","A true, R false","A false, R true",1,Radioactivity,Decay independent of external factors.
intermediate,10,Physics,English,Nuclear fission is splitting of,Light nucleus,Heavy nucleus,Proton,Neutron,2,Nuclear Physics,Heavy nuclei split.
intermediate,10,Physics,English,Which of these is used in nuclear fusion?,Uranium,Plutonium,Deuterium,Thorium,3,Fusion,Fusion uses isotopes of hydrogen.
intermediate,10,Physics,English,Match: (a) X-rays (b) Gamma rays (c) Alpha rays (d) Beta rays → (i) +2 charge,"a-light, b-high penetration, c-+2, d-electron","a-electron, b-+2, c-light, d-photon","a-photon, b-electron, c-light, d+2","a-+2, b-light, c-electron, d-photon",1,Radiation,"Alpha is +2, beta electron, gamma photon."
intermediate,10,Physics,English,Which radiation has lowest ionizing power?,Alpha,Beta,Gamma,X-ray,3,Radiation,"Gamma has high penetration, low ionization."
intermediate,10,Physics,English,Odd one out:,Fission,Fusion,Radioactivity,Reflection,4,Nuclear Physics,Reflection is optics.
intermediate,10,Physics,English,The SI unit of radioactivity is,Curie,Becquerel,Rutherford,Tesla,2,Radioactivity,1 Bq = 1 disintegration/sec.
intermediate,10,Physics,English,Which of these is not a nuclear application?,Cancer treatment,Power generation,Echo testing,Food preservation,3,Nuclear Applications,Echo belongs to sound.
